,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
616578,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,4000.0,2022-01-03,1250000.0,2022-01
616642,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,5011.0,2021-03-22,1580000.0,2021-03
616643,for_sale,5.0,3.0,0.11,South River,New Jersey,8882.0,2363.0,2021-03-15,499900.0,2021-03
616652,for_sale,4.0,3.0,0.88,Warren Twp,New Jersey,7059.0,2400.0,2021-07-02,600000.0,2021-07
616673,for_sale,3.0,3.0,0.11,Hopelawn,New Jersey,8861.0,1148.0,2021-12-17,485000.0,2021-12
616770,for_sale,3.0,2.0,0.11,Carteret,New Jersey,7008.0,1516.0,2021-12-14,475000.0,2021-12
616778,for_sale,3.0,3.0,0.14,Staten Island,New York,10307.0,2238.0,2021-09-24,929999.0,2021-09
616787,for_sale,4.0,2.0,0.29,Spotswood,New Jersey,8884.0,1248.0,2022-01-24,249999.0,2022-01
616974,for_sale,3.0,2.0,0.29,Bernardsville,New Jersey,7924.0,1608.0,2021-08-16,599999.0,2021-08
617060,for_sale,4.0,3.0,0.35,Fords,New Jersey,8863.0,1896.0,2021-07-01,565000.0,2021-07
617072,for_sale,4.0,3.0,0.14,Carteret,New Jersey,7008.0,1305.0,2022-02-08,490000.0,2022-02
617170,for_sale,3.0,2.0,0.13,Middlesex,New Jersey,8846.0,1030.0,2021-08-30,450000.0,2021-08
617216,for_sale,5.0,3.0,0.38,East Brunswick,New Jersey,8816.0,3326.0,2021-06-29,649500.0,2021-06
617243,for_sale,5.0,5.0,0.28,Edison,New Jersey,8820.0,4200.0,2021-06-15,989000.0,2021-06
617245,for_sale,2.0,2.0,0.11,Colonia,New Jersey,7067.0,1050.0,2021-04-27,374900.0,2021-04
617315,for_sale,4.0,3.0,0.24,New Providence,New Jersey,7974.0,2303.0,2021-09-07,899000.0,2021-09
617523,for_sale,5.0,5.0,0.25,Clark,New Jersey,7066.0,3465.0,2021-08-20,1195000.0,2021-08
617534,for_sale,4.0,3.0,0.14,Plainfield,New Jersey,7063.0,2000.0,2021-03-10,390000.0,2021-03
617567,for_sale,4.0,3.0,0.13,Highland Park,New Jersey,8904.0,2650.0,2021-03-12,724900.0,2021-03
617757,for_sale,5.0,5.0,5.02,Bernardsville,New Jersey,7924.0,4200.0,2021-06-29,1299900.0,2021-06
617773,for_sale,5.0,3.0,0.13,East Orange,New Jersey,7018.0,1874.0,2021-10-13,395000.0,2021-10
617792,for_sale,5.0,3.0,0.12,Irvington,New Jersey,7111.0,19998.0,2022-02-28,299995.0,2022-02
617828,for_sale,5.0,2.0,0.08,Irvington,New Jersey,7111.0,1312.0,2021-10-22,320000.0,2021-10
617854,for_sale,4.0,3.0,0.29,Sayreville,New Jersey,8872.0,2305.0,2021-09-29,629000.0,2021-09
617891,for_sale,3.0,1.0,0.17,East Brunswick,New Jersey,8816.0,1584.0,2021-03-30,459000.0,2021-03
617903,for_sale,4.0,2.0,0.12,Dunellen,New Jersey,8812.0,1239.0,2022-01-10,430000.0,2022-01
618018,for_sale,3.0,2.0,0.3,Metuchen,New Jersey,8840.0,1712.0,2021-07-28,695000.0,2021-07
618045,for_sale,3.0,2.0,0.11,South River,New Jersey,8882.0,1650.0,2021-11-12,449900.0,2021-11
618047,for_sale,5.0,4.0,0.43,Hopatcong,New Jersey,7843.0,2544.0,2021-08-05,589000.0,2021-08
618158,for_sale,3.0,2.0,0.11,Port Reading,New Jersey,7064.0,946.0,2022-01-31,325000.0,2022-01
618379,for_sale,3.0,1.0,0.17,Woodbridge,New Jersey,7001.0,1008.0,2022-02-08,325000.0,2022-02
618400,for_sale,5.0,3.0,0.29,Piscataway,New Jersey,8854.0,2700.0,2022-01-18,695500.0,2022-01
618470,for_sale,5.0,3.0,0.19,Edison,New Jersey,8817.0,3500.0,2021-04-13,899000.0,2021-04
618646,for_sale,7.0,4.0,0.07,Irvington,New Jersey,7111.0,19998.0,2022-02-09,525000.0,2022-02
618827,for_sale,2.0,2.0,0.01,Perth Amboy,New Jersey,8861.0,1118.0,2022-01-31,249000.0,2022-01
618843,for_sale,3.0,2.0,0.06,New Brunswick,New Jersey,8901.0,1072.0,2021-03-24,565000.0,2021-03
618860,for_sale,2.0,3.0,0.02,Piscataway,New Jersey,8854.0,1470.0,2021-10-08,349000.0,2021-10
618887,for_sale,3.0,3.0,0.3,Edison,New Jersey,8817.0,1396.0,2021-12-28,499000.0,2021-12
618899,for_sale,5.0,3.0,0.23,Iselin,New Jersey,8830.0,2950.0,2021-08-30,839000.0,2021-08
618913,for_sale,3.0,2.0,0.09,Edison,New Jersey,8817.0,1750.0,2022-01-03,475000.0,2022-01
619163,for_sale,5.0,3.0,0.33,Hamilton,New Jersey,8691.0,2948.0,2021-05-25,679900.0,2021-05
619165,for_sale,5.0,3.0,0.33,Hamilton,New Jersey,8691.0,2989.0,2021-05-25,649900.0,2021-05
619341,for_sale,2.0,1.0,0.86,Trenton,New Jersey,8620.0,1308.0,2022-01-28,299999.0,2022-01
619342,for_sale,3.0,2.0,0.46,Pennington,New Jersey,8534.0,1248.0,2021-10-15,399000.0,2021-10
619345,for_sale,5.0,2.0,0.14,Hamilton,New Jersey,8629.0,1644.0,2021-12-07,264999.0,2021-12
619347,for_sale,3.0,2.0,0.14,Matamoras,Pennsylvania,18336.0,1922.0,2021-12-17,160000.0,2021-12
619393,for_sale,4.0,4.0,2.45,Raritan,New Jersey,8822.0,3100.0,2021-05-12,699900.0,2021-05
619401,for_sale,3.0,2.0,0.56,Dingmans Ferry,Pennsylvania,18328.0,1562.0,2021-11-23,139999.0,2021-11
619419,for_sale,2.0,1.0,0.06,Trenton,New Jersey,8629.0,1041.0,2022-03-10,155000.0,2022-03
619421,for_sale,4.0,3.0,1.16,Milford,Pennsylvania,18337.0,3656.0,2022-01-03,420000.0,2022-01
619486,for_sale,3.0,1.0,0.05,Trenton,New Jersey,8629.0,1117.0,2021-09-14,169900.0,2021-09
619500,for_sale,3.0,3.0,0.05,Mount Laurel,New Jersey,8054.0,2270.0,2021-08-20,444710.0,2021-08
619503,for_sale,3.0,3.0,2.51,Monticello,New York,12701.0,2256.0,2022-01-10,945000.0,2022-01
619527,for_sale,2.0,2.0,0.09,Trenton,New Jersey,8619.0,938.0,2021-03-19,245900.0,2021-03
619558,for_sale,3.0,3.0,0.4,Bushkill,Pennsylvania,18324.0,1260.0,2022-01-14,134850.0,2022-01
619586,for_sale,3.0,4.0,0.04,Mount Laurel,New Jersey,8054.0,2254.0,2021-08-20,427500.0,2021-08
619588,for_sale,3.0,3.0,0.04,Mount Laurel,New Jersey,8054.0,2254.0,2021-08-20,418210.0,2021-08
619645,for_sale,3.0,2.0,0.03,Burlington,New Jersey,8016.0,1466.0,2021-09-30,110000.0,2021-09
619656,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,348990.0,2021-09
619661,for_sale,3.0,3.0,0.04,Mount Laurel,New Jersey,8054.0,2254.0,2021-08-20,429710.0,2021-08
619663,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-08-06,345490.0,2021-08
619705,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,361990.0,2021-09
619711,for_sale,3.0,3.0,0.04,Mount Laurel,New Jersey,8054.0,2254.0,2021-08-20,426710.0,2021-08
619730,for_sale,2.0,2.0,0.08,Westampton,New Jersey,8060.0,1424.0,2022-02-23,249900.0,2022-02
619735,for_sale,4.0,4.0,0.16,Hamilton,New Jersey,8690.0,2843.0,2022-01-31,525000.0,2022-01
619775,for_sale,3.0,2.0,0.7,Pennington,New Jersey,8534.0,2320.0,2022-02-09,449000.0,2022-02
619787,for_sale,3.0,3.0,0.05,Burlington,New Jersey,8016.0,1500.0,2021-09-24,349990.0,2021-09
619792,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,356990.0,2021-09
619796,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,363990.0,2021-09
619798,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,371990.0,2021-09
619799,for_sale,3.0,3.0,0.07,Burlington,New Jersey,8016.0,1500.0,2021-09-24,369995.0,2021-09
619828,for_sale,3.0,3.0,0.6,Titusville,New Jersey,8560.0,1996.0,2021-12-07,599000.0,2021-12
619886,for_sale,4.0,3.0,0.19,Hopatcong,New Jersey,7843.0,2367.0,2021-11-24,529000.0,2021-11
619889,for_sale,3.0,2.0,0.15,Burlington,New Jersey,8016.0,2057.0,2021-09-10,175000.0,2021-09
619892,for_sale,4.0,2.0,0.2,Willingboro,New Jersey,8046.0,2208.0,2021-05-06,339900.0,2021-05
619928,for_sale,3.0,3.0,0.05,Bristol,Pennsylvania,19007.0,2450.0,2022-03-22,575000.0,2022-03
619954,for_sale,3.0,2.0,0.17,Lindenwold,New Jersey,8021.0,1103.0,2022-01-31,279000.0,2022-01
619960,for_sale,3.0,3.0,0.09,Langhorne,Pennsylvania,19047.0,1266.0,2021-08-04,464900.0,2021-08
619963,for_sale,2.0,3.0,4.49,Newtown,Pennsylvania,18940.0,3162.0,2021-09-07,1795000.0,2021-09
619969,for_sale,4.0,3.0,0.07,Medford,New Jersey,8055.0,2410.0,2022-02-28,489650.0,2022-02
620091,for_sale,3.0,2.0,0.0,Eastampton,New Jersey,8060.0,1862.0,2021-10-06,430000.0,2021-10
620092,for_sale,4.0,3.0,0.13,Mount Olive Township,New Jersey,7828.0,2300.0,2021-10-25,550000.0,2021-10
620096,for_sale,4.0,6.0,0.48,New Hope,Pennsylvania,18938.0,10940.0,2021-12-02,7499000.0,2021-12
620150,for_sale,3.0,1.0,0.04,Burlington,New Jersey,8016.0,960.0,2021-07-09,189000.0,2021-07
620170,for_sale,4.0,2.0,0.15,Willingboro,New Jersey,8046.0,1624.0,2021-09-20,295000.0,2021-09
620188,for_sale,5.0,2.0,0.08,Port Jervis,New York,12771.0,1696.0,2021-04-20,225000.0,2021-04
620190,for_sale,3.0,1.0,0.04,Burlington,New Jersey,8016.0,960.0,2021-07-09,184000.0,2021-07
620233,for_sale,5.0,4.0,0.33,Lebanon,New Jersey,8833.0,3000.0,2021-06-14,440000.0,2021-06
620253,for_sale,4.0,2.0,0.06,Clementon,New Jersey,8021.0,1209.0,2021-10-21,210000.0,2021-10
620264,for_sale,4.0,3.0,0.5,Moorestown,New Jersey,8057.0,2467.0,2021-09-16,599000.0,2021-09
620265,for_sale,4.0,4.0,4.19,Tewksbury Township,New Jersey,8833.0,2713.0,2021-04-21,599900.0,2021-04
620293,for_sale,4.0,2.0,0.15,Willingboro,New Jersey,8046.0,1372.0,2021-09-25,295000.0,2021-09
620405,for_sale,3.0,2.0,0.27,Dingmans Ferry,Pennsylvania,18328.0,1550.0,2022-01-06,229900.0,2022-01
620435,for_sale,5.0,3.0,0.14,Bound Brook,New Jersey,8805.0,1780.0,2021-03-26,419900.0,2021-03
620458,for_sale,4.0,3.0,0.14,Levittown,Pennsylvania,19057.0,1500.0,2021-11-15,380000.0,2021-11
620474,for_sale,4.0,3.0,0.36,Feasterville Trevose,Pennsylvania,19053.0,2650.0,2021-03-08,615000.0,2021-03
620522,for_sale,4.0,4.0,0.46,East Windsor,New Jersey,8520.0,3391.0,2021-06-07,777000.0,2021-06
620604,for_sale,5.0,4.0,0.8,Medford,New Jersey,8055.0,4055.0,2021-10-21,959990.0,2021-10
620634,for_sale,1.0,1.0,0.01,Bernards Twp,New Jersey,7920.0,750.0,2021-06-29,244900.0,2021-06
620720,for_sale,3.0,2.0,0.14,Trenton,New Jersey,8619.0,1209.0,2021-11-09,349000.0,2021-11
620757,for_sale,3.0,2.0,0.23,Mount Holly,New Jersey,8060.0,1584.0,2021-03-19,339999.0,2021-03
620859,for_sale,3.0,2.0,0.15,Willingboro,New Jersey,8046.0,1648.0,2021-11-24,309900.0,2021-11
620912,for_sale,3.0,2.0,0.23,Westampton,New Jersey,8060.0,1572.0,2021-04-12,310000.0,2021-04
620952,for_sale,3.0,2.0,0.71,Byram Township,New Jersey,7874.0,1398.0,2022-02-08,299900.0,2022-02
620997,for_sale,4.0,3.0,0.2,Willingboro,New Jersey,8046.0,1959.0,2021-09-02,369900.0,2021-09
620999,for_sale,4.0,2.0,0.24,Hamilton,New Jersey,8690.0,1700.0,2021-03-05,389900.0,2021-03
621003,for_sale,3.0,3.0,0.15,Willingboro,New Jersey,8046.0,1727.0,2021-09-29,349900.0,2021-09
621016,for_sale,3.0,2.0,0.04,Burlington,New Jersey,8016.0,1618.0,2021-04-27,105000.0,2021-04
621021,for_sale,3.0,2.0,0.05,Trenton,New Jersey,8618.0,1088.0,2021-12-27,139900.0,2021-12
621033,for_sale,5.0,3.0,0.28,Burlington Township,New Jersey,8016.0,2468.0,2022-04-01,465000.0,2022-04
621056,for_sale,2.0,1.0,0.26,Sparta,New Jersey,7871.0,768.0,2021-04-09,245000.0,2021-04
621080,for_sale,4.0,2.0,0.48,South Brunswick,New Jersey,8824.0,1318.0,2022-01-27,489000.0,2022-01
621143,for_sale,2.0,1.0,0.14,Hamilton,New Jersey,8610.0,734.0,2021-10-04,225000.0,2021-10
621165,for_sale,3.0,2.0,0.23,Hamilton,New Jersey,8610.0,1216.0,2021-10-25,338888.0,2021-10
621185,for_sale,4.0,3.0,1.32,Dingmans Ferry,Pennsylvania,18328.0,3520.0,2021-03-09,415000.0,2021-03
621212,for_sale,3.0,2.0,0.16,Dunellen,New Jersey,8812.0,1350.0,2021-09-16,419900.0,2021-09
621274,for_sale,2.0,1.0,1.13,Milford,Pennsylvania,18337.0,2399.0,2021-07-19,249900.0,2021-07
621301,for_sale,3.0,2.0,0.14,Hamilton,New Jersey,8619.0,1468.0,2022-01-03,349000.0,2022-01
621330,for_sale,2.0,1.0,0.02,New Brunswick,New Jersey,8901.0,908.0,2021-09-28,225000.0,2021-09
621373,for_sale,4.0,2.0,0.27,Sicklerville,New Jersey,8081.0,1925.0,2022-01-27,315000.0,2022-01
621498,for_sale,4.0,3.0,0.78,Clinton Township,New Jersey,8801.0,2897.0,2022-04-01,650000.0,2022-04
621509,for_sale,3.0,2.0,4.14,Ny,New York,12737.0,2800.0,2021-08-25,399000.0,2021-08
621626,for_sale,3.0,1.0,0.03,Hamilton,New Jersey,8609.0,1220.0,2021-03-16,99000.0,2021-03
621642,for_sale,3.0,2.0,1.11,Milford,Pennsylvania,18337.0,2790.0,2021-06-16,454500.0,2021-06
621682,for_sale,3.0,2.0,0.12,Matamoras,Pennsylvania,18336.0,1674.0,2021-10-05,249000.0,2021-10
621698,for_sale,5.0,3.0,0.15,Willingboro,New Jersey,8046.0,2086.0,2021-07-09,369900.0,2021-07
621795,for_sale,4.0,3.0,0.68,Cinnaminson,New Jersey,8077.0,2093.0,2021-08-23,449000.0,2021-08
621799,for_sale,5.0,5.0,0.28,Princeton,New Jersey,8540.0,4252.0,2022-01-27,2375000.0,2022-01
621814,for_sale,3.0,1.0,0.09,Burlington,New Jersey,8016.0,1376.0,2021-09-20,225000.0,2021-09
621892,for_sale,4.0,1.0,0.11,Middlesex,New Jersey,8846.0,1010.0,2021-11-01,249999.0,2021-11
621907,for_sale,4.0,2.0,0.15,Willingboro,New Jersey,8046.0,1768.0,2021-11-04,295000.0,2021-11
621924,for_sale,3.0,3.0,11236.0,South Brunswick,New Jersey,8824.0,2263.0,2021-05-13,379900.0,2021-05
621944,for_sale,5.0,2.0,0.26,North Brunswick,New Jersey,8902.0,1824.0,2022-01-13,390000.0,2022-01
621945,for_sale,4.0,2.0,0.16,Dunellen,New Jersey,8812.0,2176.0,2021-12-14,435000.0,2021-12
621947,for_sale,3.0,2.0,0.11,New Brunswick,New Jersey,8901.0,1188.0,2021-10-26,318000.0,2021-10
621962,for_sale,3.0,2.0,0.28,Piscataway,New Jersey,8854.0,1170.0,2021-09-24,389000.0,2021-09
621986,for_sale,4.0,3.0,0.34,North Brunswick,New Jersey,8902.0,2644.0,2022-03-11,475000.0,2022-03
621987,for_sale,3.0,2.0,0.33,South Brunswick,New Jersey,8824.0,1376.0,2021-12-14,385000.0,2021-12
622004,for_sale,4.0,2.0,0.08,New Brunswick,New Jersey,8901.0,1400.0,2022-02-28,389900.0,2022-02
622018,for_sale,2.0,1.0,0.12,Piscataway,New Jersey,8854.0,660.0,2022-01-25,285000.0,2022-01
622020,for_sale,3.0,2.0,0.15,Willingboro,New Jersey,8046.0,2051.0,2022-01-04,325000.0,2022-01
622027,for_sale,2.0,3.0,30.0,Narrowsburg,New York,12764.0,1398.0,2022-07-01,699000.0,2022-07
622030,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,1909.0,2021-12-16,364990.0,2021-12
622037,for_sale,3.0,3.0,0.23,Piscataway,New Jersey,8854.0,1982.0,2021-04-13,460000.0,2021-04
622040,for_sale,3.0,2.0,0.23,Piscataway,New Jersey,8854.0,1216.0,2021-03-11,379900.0,2021-03
622043,for_sale,4.0,2.0,0.45,Green Brook,New Jersey,8812.0,2008.0,2021-07-14,469999.0,2021-07
622094,for_sale,3.0,3.0,0.28,Moorestown,New Jersey,8057.0,1408.0,2021-09-13,399900.0,2021-09
622151,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,2070.0,2021-11-03,350000.0,2021-11
622172,for_sale,3.0,1.0,0.51,Piscataway,New Jersey,8854.0,1008.0,2021-11-16,425000.0,2021-11
622186,for_sale,4.0,3.0,0.25,Marlton,New Jersey,8053.0,2170.0,2021-12-01,450000.0,2021-12
622187,for_sale,3.0,2.0,0.17,Trenton,New Jersey,8619.0,1564.0,2021-09-29,379900.0,2021-09
622225,for_sale,4.0,2.0,0.08,Bensalem,Pennsylvania,19020.0,2200.0,2022-03-31,380000.0,2022-03
622255,for_sale,2.0,1.0,0.21,Netcong,New Jersey,7857.0,1092.0,2021-11-10,299900.0,2021-11
622273,for_sale,3.0,2.0,0.4,Delran,New Jersey,8075.0,1825.0,2022-01-24,359999.0,2022-01
622312,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,2070.0,2021-09-23,365000.0,2021-09
622314,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,1875.0,2021-10-20,369000.0,2021-10
622348,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,2346.0,2022-02-10,359900.0,2022-02
622386,for_sale,4.0,3.0,0.97,Princeton Junction,New Jersey,8550.0,2976.0,2021-06-14,949900.0,2021-06
622400,for_sale,3.0,2.0,0.15,Willingboro,New Jersey,8046.0,1384.0,2022-01-10,314900.0,2022-01
622425,for_sale,4.0,1.0,0.07,Mount Holly,New Jersey,8060.0,1664.0,2021-10-15,255000.0,2021-10
622469,for_sale,4.0,3.0,3.25,Bernards Twp,New Jersey,7931.0,2786.0,2021-07-20,845000.0,2021-07
622552,for_sale,4.0,3.0,0.23,Mount Holly,New Jersey,8060.0,2058.0,2021-07-15,399000.0,2021-07
622569,for_sale,4.0,3.0,3.08,Harding Township,New Jersey,7960.0,3175.0,2021-05-13,1195000.0,2021-05
622580,for_sale,5.0,4.0,0.8,Medford,New Jersey,8055.0,4055.0,2021-10-21,950990.0,2021-10
622670,for_sale,3.0,2.0,0.92,Hainesport,New Jersey,8036.0,2000.0,2021-05-03,475000.0,2021-05
622677,for_sale,4.0,3.0,2.23,Milford,Pennsylvania,18337.0,3482.0,2021-06-02,450000.0,2021-06
622698,for_sale,4.0,3.0,0.88,Warren Twp,New Jersey,7059.0,2400.0,2021-07-02,600000.0,2021-07
622701,for_sale,4.0,5.0,1.26,Marlton,New Jersey,8053.0,3888.0,2021-06-11,950000.0,2021-06
622755,for_sale,3.0,3.0,0.06,Bristol,Pennsylvania,19007.0,2000.0,2021-05-14,535000.0,2021-05
622757,for_sale,1.0,2.0,0.11,Clementon,New Jersey,8021.0,1152.0,2022-02-22,170000.0,2022-02
622777,for_sale,4.0,3.0,0.29,Delran,New Jersey,8075.0,2044.0,2021-12-14,429900.0,2021-12
622843,for_sale,3.0,2.0,0.14,Mount Holly,New Jersey,8060.0,1764.0,2021-09-16,374900.0,2021-09
622916,for_sale,4.0,2.0,0.22,Cherry Hill,New Jersey,8034.0,1567.0,2022-03-01,375000.0,2022-03
622926,for_sale,1.0,1.0,0.19,Milford,Pennsylvania,18337.0,1216.0,2021-08-06,329500.0,2021-08
622932,for_sale,3.0,1.0,0.17,Lindenwold,New Jersey,8021.0,1236.0,2022-01-19,224900.0,2022-01
622955,for_sale,5.0,3.0,0.41,Trenton,New Jersey,8628.0,2116.0,2021-05-18,499900.0,2021-05
622981,for_sale,4.0,3.0,1.14,Blairstown,New Jersey,7825.0,2204.0,2021-03-24,395000.0,2021-03
622997,for_sale,4.0,4.0,1.92,Raritan,New Jersey,8822.0,4429.0,2021-03-31,850000.0,2021-03
623007,for_sale,4.0,2.0,0.66,Bushkill,Pennsylvania,18324.0,1297.0,2021-03-23,205000.0,2021-03
623064,for_sale,4.0,1.0,0.1,Burlington,New Jersey,8016.0,1291.0,2021-11-22,199000.0,2021-11
623074,for_sale,4.0,2.0,0.16,Levittown,Pennsylvania,19055.0,1500.0,2021-12-29,429900.0,2021-12
623083,for_sale,3.0,1.0,0.3,Westampton,New Jersey,8060.0,1224.0,2021-06-22,225000.0,2021-06
623102,for_sale,2.0,2.0,0.09,Hamilton,New Jersey,8690.0,1335.0,2021-05-03,299999.0,2021-05
623131,for_sale,3.0,1.0,0.08,Burlington,New Jersey,8016.0,1412.0,2021-09-16,265000.0,2021-09
623132,for_sale,5.0,4.0,0.46,Lawrence,New Jersey,8648.0,3326.0,2021-09-15,650000.0,2021-09
623143,for_sale,4.0,1.0,0.11,Trenton,New Jersey,8619.0,1524.0,2022-01-31,234900.0,2022-01
623236,for_sale,3.0,3.0,0.07,Philadelphia,Pennsylvania,19154.0,1940.0,2021-12-23,359900.0,2021-12
623249,for_sale,4.0,2.0,0.18,Levittown,Pennsylvania,19056.0,1570.0,2022-01-18,379900.0,2022-01
623259,for_sale,2.0,1.0,0.49,Dingmans Ferry,Pennsylvania,18328.0,837.0,2021-06-21,199000.0,2021-06
623299,for_sale,5.0,2.0,0.04,Burlington,New Jersey,8016.0,1694.0,2021-04-17,199900.0,2021-04
623325,for_sale,3.0,3.0,0.37,Cherry Hill,New Jersey,8003.0,2478.0,2022-01-14,485000.0,2022-01
623328,for_sale,4.0,3.0,0.44,Cherry Hill,New Jersey,8003.0,3450.0,2021-11-04,675000.0,2021-11
623353,for_sale,3.0,1.0,0.16,Medford,New Jersey,8055.0,1199.0,2021-04-28,309900.0,2021-04
623361,for_sale,2.0,2.0,0.18,Levittown,Pennsylvania,19055.0,1084.0,2021-05-28,307000.0,2021-05
623370,for_sale,4.0,3.0,0.19,Lawrence,New Jersey,8648.0,2600.0,2021-07-27,580000.0,2021-07
623388,for_sale,2.0,1.0,0.13,Matamoras,Pennsylvania,18336.0,1510.0,2021-07-15,214000.0,2021-07
623405,for_sale,4.0,2.0,0.26,Ewing,New Jersey,8638.0,1560.0,2022-01-07,419000.0,2022-01
623439,for_sale,3.0,1.0,0.04,Burlington,New Jersey,8016.0,1176.0,2021-03-15,90000.0,2021-03
623452,for_sale,5.0,3.0,0.28,Hamilton,New Jersey,8620.0,2989.0,2021-03-12,709900.0,2021-03
623461,for_sale,2.0,2.0,0.05,Philadelphia,Pennsylvania,19116.0,2074.0,2021-05-05,384000.0,2021-05
623516,for_sale,5.0,5.0,0.94,Lumberton,New Jersey,8048.0,5700.0,2021-05-17,1199000.0,2021-05
623520,for_sale,3.0,5.0,0.78,Robbinsville,New Jersey,8691.0,1906.0,2022-01-06,549500.0,2022-01
623536,for_sale,4.0,3.0,0.14,Plainfield,New Jersey,7063.0,2000.0,2021-03-10,390000.0,2021-03
623580,for_sale,3.0,1.0,0.17,Clementon,New Jersey,8021.0,906.0,2021-04-23,184900.0,2021-04
623581,for_sale,3.0,2.0,0.11,Pine Hill,New Jersey,8021.0,1306.0,2021-07-24,239900.0,2021-07
623645,for_sale,4.0,2.0,0.17,Croydon,Pennsylvania,19021.0,1591.0,2021-06-01,350000.0,2021-06
623650,for_sale,3.0,2.0,0.26,Hamilton,New Jersey,8690.0,1544.0,2021-12-07,389900.0,2021-12
623664,for_sale,4.0,2.0,0.15,Willingboro,New Jersey,8046.0,1835.0,2021-11-16,309900.0,2021-11
623676,for_sale,4.0,4.0,1.18,Raritan,New Jersey,8822.0,3872.0,2021-09-07,780000.0,2021-09
623709,for_sale,2.0,1.0,0.03,Bordentown,New Jersey,8505.0,1008.0,2021-04-20,209000.0,2021-04
623710,for_sale,3.0,1.0,0.18,Trenton,New Jersey,8620.0,1608.0,2022-01-20,323000.0,2022-01
623714,for_sale,4.0,3.0,0.2,Langhorne,Pennsylvania,19047.0,1201.0,2021-03-02,390000.0,2021-03
623726,for_sale,5.0,3.0,0.92,Newton,New Jersey,7860.0,2302.0,2021-04-12,475000.0,2021-04
623738,for_sale,4.0,3.0,0.15,Willingboro,New Jersey,8046.0,1797.0,2022-02-09,364990.0,2022-02
623755,for_sale,5.0,3.0,0.11,Lindenwold,New Jersey,8021.0,2027.0,2021-08-23,299900.0,2021-08
623800,for_sale,4.0,3.0,0.86,Titusville,New Jersey,8560.0,2128.0,2021-11-09,565000.0,2021-11
623815,for_sale,3.0,2.0,0.07,Bensalem,Pennsylvania,19020.0,1483.0,2021-07-27,320000.0,2021-07
623839,for_sale,5.0,3.0,0.2,Willingboro,New Jersey,8046.0,2496.0,2021-09-20,369000.0,2021-09
623840,for_sale,3.0,2.0,0.53,Williamstown,New Jersey,8094.0,1414.0,2021-10-18,259900.0,2021-10
623873,for_sale,3.0,1.0,0.04,Trenton,New Jersey,8609.0,1357.0,2021-12-17,184900.0,2021-12
623887,for_sale,4.0,1.0,0.05,Burlington,New Jersey,8016.0,1875.0,2022-03-10,129000.0,2022-03
623931,for_sale,5.0,3.0,0.18,Mount Holly,New Jersey,8060.0,2152.0,2021-07-17,289900.0,2021-07
623945,for_sale,4.0,2.0,0.12,Dunellen,New Jersey,8812.0,1239.0,2022-01-10,430000.0,2022-01
623970,for_sale,3.0,2.0,0.2,Hamilton,New Jersey,8619.0,1200.0,2021-06-21,399900.0,2021-06
623977,for_sale,3.0,1.0,0.03,Trenton,New Jersey,8611.0,1112.0,2022-01-19,189900.0,2022-01
623984,for_sale,4.0,3.0,0.45,Trenton,New Jersey,8619.0,1496.0,2021-05-03,550000.0,2021-05
624005,for_sale,2.0,2.0,0.13,Port Jervis,New York,12771.0,1680.0,2021-08-02,290000.0,2021-08
624009,for_sale,4.0,3.0,0.96,Mount Olive Township,New Jersey,7828.0,3068.0,2021-10-14,699000.0,2021-10
624029,for_sale,4.0,3.0,0.33,Cherry Hill,New Jersey,8003.0,2148.0,2022-02-02,469000.0,2022-02
624039,for_sale,1.0,1.0,5.36,Bethel,New York,12720.0,616.0,2021-10-13,350000.0,2021-10
624065,for_sale,3.0,1.0,0.21,Delran,New Jersey,8075.0,1308.0,2021-10-12,320000.0,2021-10
624137,for_sale,3.0,2.0,0.07,Philadelphia,Pennsylvania,19154.0,1260.0,2021-11-03,315000.0,2021-11
624154,for_sale,4.0,3.0,0.31,Williamstown,New Jersey,8094.0,3374.0,2021-03-15,489900.0,2021-03
624162,for_sale,4.0,1.0,0.14,Ewing,New Jersey,8638.0,1366.0,2021-07-28,279000.0,2021-07
624164,for_sale,4.0,1.0,0.04,Trenton,New Jersey,8618.0,1764.0,2021-08-30,120000.0,2021-08
624190,for_sale,4.0,3.0,0.44,Bridgewater Twp,New Jersey,8807.0,2750.0,2021-08-09,999999.0,2021-08
